31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h,31_net_gas_8h_ml,31_net_gas_8_24h_ml,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h2,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h2",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks
1137,46083,Genbank,CIAT23767,Desmodium,nicaraguense,Desmodium nicaraguense,Fabaceae,Fabales,Shurb_Tree,F260041,30,65,2,1,61,0.5001,475.075044,241.175044,0.341666667,41.5,0.690277778,80.5,15.6,40,0.386805556,79,18.1,,39,39,36.86123367,36.12372804,72.98496172,5.750352453,6.538394776,12.28874723,153.6282797,50.76567314,3.304448455,15.6,16.83736888,25.86696014,50.95364357,1.226352916,14.35661041,28.28015373,
1138,46083,Genbank,CIAT23767,Desmodium,nicaraguense,Desmodium nicaraguense,Fabaceae,Fabales,Shurb_Tree,F260041,30,65,2,2,62,0.5003,475.265036,245.565036,0.341666667,41.5,0.690972222,82,15.8,40,0.386805556,80.5,18,,40.5,40.5,38.36123367,37.62372804,75.98496172,6.06107492,6.772271048,12.83334597,159.8791326,51.6690725,3.23175837,15.8,16.88932346,27.00250386,52.26047721,1.099536723,14.98685681,29.00546901,
1139,46083,Genbank,CIAT33127,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F260042,30,65,2,1,63,0.5003,478.2945539,325.2945539,0.341666667,40,0.690972222,70.5,14.2,40,0.3875,71,16.1,,30.5,31,,,,,,,,,,,,,,,,,Repetir
1140,46083,Genbank,CIAT33127,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F260042,30,65,2,2,64,0.5004,478.3901555,168.8901555,0.342361111,40.5,0.691666667,70.5,13.9,40,0.3875,73,15.9,,30,33,,,,,,,,,,,,,,,,,Repetir
1141,46083,Breeding,CIAT-BR06_1348,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,grasses,F252104,30,65,2,1,65,0.5,465.45,252.55,0.342361111,40.5,0.691666667,81,13.2,40.5,0.388194444,95.5,15.4,,40.5,55,38.36123367,52.12372804,90.48496172,5.063682845,8.027054119,13.09073696,194.4031834,54.25931894,2.791071524,13.2,14.46730674,28.12490485,51.83423862,0.558017436,15.60980878,28.76889922,
1142,46083,Breeding,CIAT-BR06_1348,Brachiaria,interespecifico,Brachiaria interespecifico,Poaceae,Poales,grasses,F252104,30,65,2,2,66,0.5001,465.54309,236.14309,0.342361111,41,0.692361111,83.5,13,41,0.388888889,97,15.2,,42.5,56,40.36123367,53.12372804,93.48496172,5.246960377,8.074806662,13.32176704,200.8083972,50.7242176,2.526000821,13,14.25017115,28.61554027,56.41396087,0.759340209,15.88211993,31.31072431,
1143,46083,BREEDING,CIAT-BH22_0528,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252166,30,65,2,1,67,0.5003,491.34463,212.24463,0.342361111,40.5,0.693055556,76.5,13.4,40,0.388888889,99.5,15.5,Muestra en la manguera despues del clip 8h,36,59.5,33.86123367,56.62372804,90.48496172,4.537405312,8.776677847,13.31408316,184.1578318,43.19669272,2.345634302,13.4,14.71413913,27.09723959,62.72989408,0.584608017,15.03943678,34.81617651,
1144,46083,BREEDING,CIAT-BH22_0528,Urochloa,humidicola,Urochloa humidicola,Poaceae,Poales,grasses,F252166,30,65,2,2,68,0.5001,491.14821,225.04821,0.343055556,40.5,0.69375,75.5,13,40,0.389583333,97,15.1,,35,57,32.86123367,54.12372804,86.98496172,4.271960377,8.172682934,12.44464331,177.1053217,45.82083481,2.587208243,13,14.30666068,25.33785741,55.29767738,0.472426477,14.06294923,30.69116765,
1145,46083,Jacobo Arango/ Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,30,65,2,1,69,0.5003,468.7811,196.6811,0.343055556,41,0.69375,69,14.7,40.5,0.389583333,85,16.6,,28,44.5,25.86123367,41.62372804,67.48496172,3.80160135,6.909538855,10.7111402,143.9583672,41.95585104,2.914443381,14.7,15.87189195,22.84891649,54.459428,0.451442454,12.68154396,30.22592475,
1146,46083,Jacobo Arango/ Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,30,65,2,2,70,0.5003,468.7811,152.1811,0.343055556,41,0.694444444,68.5,14.8,40,0.390277778,85,16.6,,27.5,45,25.36123367,42.12372804,67.48496172,3.753462584,6.992538855,10.74600144,143.9583672,32.46314751,2.255037213,14.8,15.92354973,22.92328219,70.61324592,0.954988465,12.72281821,39.19157317,
1147,46083,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,30,65,2,1,71,,,,0.34375,40,0.694444444,42.5,,40,0.390972222,43,,,2.5,3,,,,,,,,,,,,,,,,,
1148,46083,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,30,65,2,2,72,,,,0.34375,40,0.695138889,43,,40,0.391666667,43.5,,,3,3.5,,,,,,,,,,,,,,,,,
1149,46085,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,30,71,3,1,73,,,,0.329861111,40,0.663194444,43,,39.5,0.333333333,44.5,                                                                                                                              ,,3,5,,,,,,,,,,,,,,,,,
1150,46085,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,30,71,3,2,74,,,,0.330555556,40,0.663194444,43.5,,40,0.334027778,44.5,,,3.5,4.5,,,,,,,,,,,,,,,,,
1151,46085,Genbank,CIAT590,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260013,30,71,3,1,75,0.5,463.0146627,198.1146627,0.330555556,41,0.663194444,84.5,13,40,0.334722222,83,15.5,,43.5,43,40.03372354,38.68559206,78.7193156,5.20438406,5.99626677,11.20065083,170.0147359,42.78798895,2.516722372,13,14.22859275,24.19070438,56.53620321,-3.546694265,13.42625946,31.37857092,
1152,46085,Genbank,CIAT590,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260013,30,71,3,2,76,0.5,463.0146627,130.4146627,0.330555556,41.5,0.663888889,85,13.6,40.5,0.334722222,83,17,,43.5,42.5,40.03372354,38.18559206,78.2193156,5.444586401,6.491550651,11.93613705,168.9348565,28.16642176,1.667294858,13.6,15.25983315,25.77917723,91.52450196,-0.404313767,14.30788937,50.79768205,
1153,46085,Genbank,CIAT778,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260014,30,71,3,1,77,0.5005,463.3777535,147.4777535,0.331944444,46,0.664583333,83,11.5,45.5,0.335416667,80,16.1,"Cambio de maguera rota 0H, se rego un poco el líquido y se volvio a llenar quedando con mayor volumen",37,34.5,33.53372354,30.18559206,63.7193156,3.856378207,4.859880322,8.716258529,137.5105195,31.82667972,2.314490546,11.5,13.6791465,18.81026541,59.10219217,-0.299949818,10.44002274,32.80273918,
1154,46085,Genbank,CIAT778,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260014,30,71,3,2,78,0.5004,463.2851706,117.0851706,0.331944444,41.5,0.664583333,83,11.4,40.5,0.336111111,80.5,15.7,,41.5,40,38.03372354,35.68559206,73.7193156,4.335844483,5.602637954,9.938482437,159.1229771,25.27280777,1.588256342,11.4,13.4815175,21.45219202,84.88250382,-0.239676684,11.90633771,47.11125818,
1155,46085,Genbank,CIAT827,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260015,30,71,3,1,79,0.5002,474.01453,182.91453,0.332638889,41,0.665277778,76.5,14,40,0.336111111,89.5,16.6,,35.5,49.5,32.03372354,45.18559206,77.2193156,4.484721295,7.500808283,11.98552958,162.9049548,38.5883804,2.368766527,14,15.52141389,25.28515229,65.52530069,-0.413039759,14.03369698,36.36767554,
1156,46085,Genbank,CIAT827,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260015,30,71,3,2,80,0.5003,474.109295,253.609295,0.333333333,40,0.665277778,77,14.4,40,0.336805556,88.5,16.8,,37,48.5,33.53372354,44.18559206,77.7193156,4.82885619,7.423179467,12.25203566,163.9270025,53.49173654,3.263143699,14.4,15.76446674,25.84221779,48.31067275,5.345187788,14.34287797,26.8132592,
1157,46085,Genbank,CIAT997,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260016,30,71,3,1,81,0.5,467.8064284,209.4064284,0.333333333,42,0.665972222,82,12.3,40.5,0.336805556,75,16.2,Residuo de muestra despues del click,40,34.5,36.53372354,30.18559206,66.7193156,4.493647995,4.890065914,9.38371391,142.6216306,44.76347816,3.138617753,12.3,14.06446368,20.05896743,44.81101168,-1.080936086,11.13307396,24.87088676,
1158,46085,Genbank,CIAT997,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F260016,30,71,3,2,82,0.5006,468.3677961,137.9677961,0.333333333,41,0.665972222,81,12.5,40.5,0.3375,74.5,16.5,,40,34,36.53372354,29.68559206,66.2193156,4.566715442,4.898122691,9.464838133,141.3831526,29.45714826,2.083497766,12.5,14.29316816,20.20813175,68.60179259,-0.243956717,11.21586274,38.07518177,
1159,46085,Genbank,CIAT1405,Stylosanthes,capitata,Stylosanthes capitata,Fabaceae,Fabales,Herbaceous,F260017,30,71,3,1,83,0.5004,473.5128536,122.2128536,0.333333333,41.5,0.667361111,85,13,40.5,0.338194444,79.5,17.1,,,,40.03372354,34.68559206,74.7193156,5.20438406,5.931236243,11.1356203,157.7978613,25.80982811,1.635625978,13,14.9032686,23.51703912,91.11660495,-0.508162196,13.05236358,50.57129216,
1160,46085,Genbank,CIAT1405,Stylosanthes,capitata,Stylosanthes capitata,Fabaceae,Fabales,Herbaceous,F260017,30,71,3,2,84,0.5001,473.228973,99.82897301,0.334027778,42,0.667361111,83.5,13.1,40.5,0.338194444,80.5,17,,,,,,,,,,,,,,,,,,,,
1161,46085,Genbank,CIAT1812,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,F260018,30,71,3,1,85,0.5003,477.571584,74.37158398,0.334027778,40.5,0.668055556,68,13.1,40,0.338888889,54.5,15.2,,27.5,14.5,24.03372354,10.18559206,34.2193156,3.148417784,1.548209994,4.696627777,71.65274642,15.57286624,2.173380229,13.1,13.72507806,9.834395376,63.150837,-0.093896231,5.458259579,35.04980711,
1162,46085,Genbank,CIAT1812,Stylosanthes,viscosa,Stylosanthes viscosa,Fabaceae,Fabales,Herbaceous,F260018,30,71,3,2,86,0.5001,477.3806699,58.28066989,0.334027778,40.5,0.668055556,69,12.7,40,0.339583333,54.5,14.1,,28.5,14.5,25.03372354,10.18559206,35.2193156,3.179282889,1.436168481,4.61545137,73.77616612,12.20842685,1.6547928,12.7,13.1048866,9.668282906,79.19351955,-0.082422239,5.366064284,43.95377348,
1163,46085,Genbank,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,F260019,30,71,3,1,87,0.5001,472.35,93.15,0.334722222,41,0.66875,74,13.5,40,0.339583333,75,16.5,,33,35,29.53372354,30.68559206,60.2193156,3.987052678,5.063122691,9.050175368,127.4887596,19.72054621,1.546845876,13.5,15.02869184,19.15989281,97.15700878,-0.286542639,10.63407199,53.92382079,
1164,46085,Genbank,CIAT3694,Desmodium,sandwicense,Desmodium sandwicense,Fabaceae,Fabales,Herbaceous,F260019,30,71,3,2,88,0.5003,472.5389022,101.8389022,0.334722222,41.5,0.66875,74.5,13.8,40.5,0.340277778,76.5,16.8,,33,36,29.53372354,31.68559206,61.2193156,4.075653848,5.323179467,9.398833315,129.5540226,21.55143243,1.663509322,13.8,15.35272523,19.89007312,92.29118844,-0.328825021,11.0393347,51.22320632,
1165,46085,Genbank,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260020,30,71,3,1,89,0.5002,473.6263243,149.3263243,0.334722222,40,0.66875,82,13.3,40.5,0.340277778,83,16.5,,42,42.5,38.53372354,38.18559206,76.7193156,5.124985231,6.300622691,11.42560792,161.9827946,31.52829914,1.946398025,13.3,14.89273963,24.12367585,76.51435855,-0.340232129,13.38905746,42.46679277,
1166,46085,Genbank,CIAT4080,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260020,30,71,3,2,90,0.5002,473.6263243,171.9263243,0.335416667,40,0.669444444,82,13.5,40.5,0.340972222,81.5,16.7,,42,41,38.53372354,36.68559206,75.2193156,5.202052678,6.126493875,11.32854655,158.8157409,36.29999337,2.285667225,13.5,15.06068815,23.91874347,65.89186732,-0.466720086,13.27531644,36.57112636,
1167,46085,Genbank,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260021,30,71,3,1,91,0.5002,470.2735254,185.3735254,0.335416667,41,0.669444444,73.5,13.2,40.5,0.341666667,87,15.6,,32.5,46.5,29.03372354,42.18559206,71.2193156,3.832451507,6.580952362,10.41340387,151.442324,39.41823543,2.602854631,13.2,14.62160059,22.14329173,56.17524856,-0.306616048,12.28991001,31.17823484,
1168,46085,Genbank,CIAT7162,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Herbaceous,F260021,30,71,3,2,92,0.5,470.0854912,176.5854912,0.335416667,41,0.670138889,72,12.8,40.5,0.341666667,87,15.5,,31,46.5,27.53372354,42.18559206,69.7193156,3.524316613,6.53876677,10.06308338,148.311992,37.56454827,2.532805862,12.8,14.43370936,21.40692187,56.98703394,-0.264391119,11.881212,31.62878977,
1169,46085,Genbank,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,F260022,30,71,3,1,93,0.5003,475.6639291,219.2639291,0.336111111,41,0.670833333,92,15.4,40.5,0.341666667,84.5,18.4,,51,44,47.53372354,39.68559206,87.2193156,7.320193425,7.30214894,14.62234236,183.3633165,46.09639615,2.513937739,15.4,16.76502764,30.74091069,66.68831679,-3.761154511,17.06173728,37.0131696,
1170,46085,Genbank,CIAT8820,Tephrosia,cinerea,Tephrosia cinerea,Fabaceae,Fabales,Herbaceous,F260022,30,71,3,2,94,0.5002,475.5688534,172.7688534,0.336111111,41,0.670833333,94,15.4,40,0.343055556,86,18.4,,53,46,49.53372354,41.68559206,91.2193156,7.628193425,7.67014894,15.29834236,191.8109543,36.32888322,1.893994186,15.4,16.77094622,32.168512,88.54803436,-0.673563991,17.85408071,49.14569105,
1171,46085,Genbank,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F260023,30,71,3,1,95,0.5001,473.7236701,172.7236701,0.336111111,41,0.671527778,88,12.6,40,0.343055556,81.5,17.5,,47,41.5,43.53372354,37.18559206,80.7193156,5.485249166,6.507478611,11.99272778,170.3932497,36.4608486,2.139805929,12.6,14.85732094,25.31587196,69.43303004,-0.331185879,14.05074693,38.53653294,
1172,46085,Genbank,CIAT14080,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Herbaceous,F260023,30,71,3,2,96,0.5004,474.0078475,186.2078475,0.336805556,40,0.672222222,86.5,12.4,40,0.343055556,81,17.4,,46.5,41,43.03372354,36.68559206,79.7193156,5.336181719,6.383293019,11.71947474,168.1814257,39.28370564,2.335793353,12.4,14.70092242,24.72422092,62.93759847,-0.388576787,13.72237036,34.93145604,
1173,46085,Genbank,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F260024,30,71,3,1,97,0.5,467.5912044,193.6912044,0.336805556,40.5,0.672222222,89,14,40.5,0.34375,87.5,16.9,,48.5,47,45.03372354,42.68559206,87.7193156,6.304721295,7.213865059,13.51858635,187.5983012,41.42319243,2.208079293,14,15.41118539,28.911122,69.79452885,-0.338866957,16.0461729,38.73717103,
1174,46085,Genbank,CIAT18950,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F260024,30,71,3,2,98,0.5004,467.9652774,197.6652774,0.336805556,41,0.672916667,89.5,13.9,40,0.344444444,92.5,16.8,En la primera agitción se observa líquido por encima del embolo,48.5,52.5,45.03372354,48.18559206,93.2193156,6.259687572,8.095179467,14.35486704,199.2013513,42.23930427,2.120432617,13.9,15.39902642,30.67506871,72.62209747,-0.378312701,17.02519385,40.30652053,
1175,46085,Genbank,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F260025,30,71,3,1,99,0.5,471.6584972,149.3584972,0.3375,41,0.672916667,88.5,14.9,40.5,0.344444444,78.5,18.7,,47.5,38,44.03372354,33.68559206,77.7193156,6.561024807,6.299205716,12.86023052,164.7787882,31.66666096,1.921768045,14.9,16.54701978,27.26597867,86.10310606,-0.726940486,15.13308989,47.78871354,
1176,46085,Genbank,CIAT19193,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F260025,30,71,3,2,100,0.5002,471.8471606,138.3471606,0.3375,40.5,0.673611111,87,15.4,40.5,0.345138889,78.5,19,,46.5,38,43.03372354,33.68559206,76.7193156,6.627193425,6.400262492,13.02745592,162.5935727,29.32033339,1.803289817,15.4,16.98067275,27.60948249,94.16496778,-0.599459814,15.32374045,52.26318627,
1177,46085,Genbank,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F260026,30,71,3,1,101,0.5004,480.6170932,128.6170932,0.3375,41,0.673611111,85,14.8,40.5,0.345833333,80,18.4,,44,39.5,40.53372354,35.18559206,75.7193156,5.998991084,6.47414894,12.47314002,157.5460313,26.76082374,1.698603482,14.8,16.47286419,25.95234377,96.9788674,-0.652583752,14.40399979,53.82494924,
1178,46085,Genbank,CIAT19641,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F260026,30,71,3,2,102,0.5004,480.6170932,112.5170932,0.3375,40,0.674305556,85.5,14.7,40,0.346527778,78,18,,45.5,38,42.03372354,33.68559206,75.7193156,6.17895736,6.063406572,12.24236393,157.5460313,23.41096369,1.485976098,14.7,16.16808582,25.47217755,108.8044811,-0.498435972,14.13749924,60.38836942,
1179,46085,Genbank,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,F260027,30,71,3,1,103,0.5003,466.9166397,122.5166397,0.338194444,41,0.674305556,80.5,13.1,40,0.346527778,74,16,,39.5,34,36.03372354,29.68559206,65.7193156,4.720417784,4.74969473,9.470112514,140.7517103,26.23951028,1.864240955,13.1,14.40993782,20.28223393,77.29654143,-0.290814652,11.25699074,42.9009178,
1180,46085,Genbank,CIAT23503,Desmodium,macrodesmum,Desmodium macrodesmum,Fabaceae,Fabales,Herbaceous,F260027,30,71,3,2,104,0.5003,466.9166397,106.6166397,0.338194444,41,0.675,79,13,40,0.347222222,75,15.8,,38,35,34.53372354,30.68559206,65.2193156,4.48938406,4.848323546,9.337707606,139.6808553,22.8341915,1.63474024,13,14.31739588,19.99866103,87.58208508,-0.241382971,11.09960287,48.60957248,
1181,46085,Genbank,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260028,30,71,3,1,105,0.5004,472.4387992,166.5387992,0.338194444,40.5,0.675694444,92,14.5,40,0.347222222,86,16.8,,51.5,46,48.03372354,41.68559206,89.7193156,6.964889913,7.003179467,13.96806938,189.9067472,35.25087259,1.856220125,14.5,15.56863122,29.56588113,83.87276387,-0.792812381,16.40957555,46.55083503,
1182,46085,Genbank,CIAT24333,Macroptilium,bracteatum,Macroptilium bracteatum,Fabaceae,Fabales,Herbaceous,F260028,30,71,3,2,106,0.5,472.0611503,144.4611503,0.338888889,41,0.675694444,91,14.9,40.5,0.347916667,85.5,16.9,,50,45,46.53372354,40.68559206,87.2193156,6.933524807,6.875865059,13.80938987,184.7627485,30.60221122,1.656297682,14.9,15.83294912,29.25339198,95.59241249,-0.529850851,16.23613866,53.05544278,
1183,46085,,BLANK 8H,BLANK,8H,BLANK 8H,,,,BLANK8H,30,71,3,1,107,,,,0.338888889,40,0.676388889,43.5,,,,,,,3.5,,,,,,,,,,,,,,,,,,
1184,46085,,BLANK 8H,BLANK,8H,BLANK 8H,,,,BLANK8H,30,71,3,2,108,,,,0.338888889,39.5,0.677777778,44,,,,,,,4.5,,,,,,,,,,,,,,,,,,
1185,46085,Genbank,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F260029,30,71,3,1,109,0.5002,466.8450967,173.0450967,0.339583333,41.5,0.677777778,78,15.1,40.5,0.348611111,76,16.2,,36.5,35.5,33.03372354,31.18559206,64.2193156,4.988092254,5.052065914,10.04015817,137.560223,37.0669196,2.694595777,15.1,15.63417186,21.50640168,58.0204719,-0.899507545,11.93642501,32.20236572,
1186,46085,Genbank,CIAT33235,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Herbaceous,F260029,30,71,3,2,110,0.5,466.6584333,164.9584333,0.339583333,40,0.677777778,77.5,14.9,40,0.348611111,75.5,16.1,,37.5,35.5,34.03372354,31.18559206,65.2193156,5.071024807,5.020880322,10.09190513,139.758142,35.34885936,2.529288015,14.9,15.47379796,21.62589254,61.17847344,-0.710871045,12.00274451,33.95511121,
1187,46085,Genbank,CIAT33605,Desmodium,sandwicense,Desmodium sandwicense x intortum,Fabaceae,Fabales,Herbaceous,F260030,30,71,3,1,111,0.5003,478.0488981,117.8488981,0.339583333,40.5,0.678472222,75.5,13.9,40,0.349305556,75.5,15.8,,35,35.5,31.53372354,31.18559206,62.7193156,4.383187572,4.927323546,9.310511118,131.1985361,24.65205935,1.878988903,13.9,14.84472691,19.47606439,79.00380294,-0.35270952,10.80955269,43.84847748,
1188,46085,Genbank,CIAT33605,Desmodium,sandwicense,Desmodium sandwicense x intortum,Fabaceae,Fabales,Herbaceous,F260030,30,71,3,2,112,0.5004,478.1444505,132.8444505,0.340972222,40.5,0.679166667,74,14.2,40,0.349305556,76,15.9,Cambio de maguera 0H,33.5,36,30.03372354,31.68559206,61.7193156,4.264788742,5.038009138,9.302797881,129.0808992,27.78332999,2.152396688,14.2,15.07274958,19.45604068,70.02774934,-0.439965881,10.79843919,38.86661244,
1189,46085,Genbank,CIAT34144,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F260031,30,71,3,1,113,0.5001,454.5840734,178.3840734,0.339583333,41,0.679166667,85,14.3,40,0.35,92,17.2,,44,52,40.53372354,47.68559206,88.2193156,5.796322466,8.201921835,13.9982443,194.0660062,,2.022052339,14.3,15.86755033,30.7935212,78.47250056,-0.578921118,17.09093702,43.55359547,
1190,46085,Genbank,CIAT34144,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F260031,30,71,3,2,114,0.5002,454.6749721,221.0749721,0.340277778,42,0.679861111,88,13.7,40.5,0.35,90.5,17.3,,46,50,42.53372354,45.68559206,88.2193156,5.827120125,7.903607427,13.73072755,194.0272085,48.62263939,2.505970156,13.7,15.56430976,30.19899576,62.10891909,-2.742925773,16.76096512,34.47152464,
1191,46085,Genbank,CIAT7934,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Herbaceous,F260032,30,71,3,1,115,0.5005,482.8145336,174.2145336,0.340972222,41,0.679861111,87,14.2,40,0.350694444,89.5,14.9,,46,49.5,42.53372354,45.18559206,87.7193156,6.039788742,6.732653218,12.77244196,181.6832541,36.08311711,1.98604529,14.2,14.56058095,26.4541373,73.3144457,-0.407794078,14.68250388,40.69078578,
1192,46085,Genbank,CIAT7934,Sesbania,sesban,Sesbania sesban,Fabaceae,Fabales,Herbaceous,F260032,30,71,3,2,116,0.5001,482.4286678,230.4286678,0.342361111,41,0.680555556,87.5,14.6,40.5,0.351388889,92.5,14.6,,46.5,52,43.03372354,47.68559206,90.7193156,6.282923637,6.962096441,13.24502008,188.0471076,47.76429826,2.540017705,14.6,14.6,27.45487771,57.4799143,-1.809139212,15.23793213,31.9023469,
1193,46085,Genbank,CIAT7937,Mimosa,nuda,Mimosa nuda,Fabaceae,Fabales,Herbaceous,F260033,30,71,3,1,117,0.5002,481.1980798,68.09807981,0.342361111,40,0.680555556,72.5,13,40,0.351388889,70,14.7,,32.5,30,29.03372354,25.68559206,54.7193156,3.77438406,3.775782033,7.550166093,113.7147422,14.15177713,1.244498018,13,13.79799073,15.69034959,110.8719382,-0.199274071,8.708415481,61.53584387,
1194,46085,Genbank,CIAT7937,Mimosa,nuda,Mimosa nuda,Fabaceae,Fabales,Herbaceous,F260033,30,71,3,2,118,0.5002,481.1980798,104.2980798,0.342361111,40,0.68125,71,13,40,0.352083333,75.5,14.4,,31,35.5,27.53372354,31.18559206,58.7193156,3.57938406,4.490725257,8.070109317,122.0273273,21.67466667,1.77621416,13,13.74353436,16.77086767,77.37543521,-0.312732149,9.308121708,42.94470522,
1195,46085,Genbank,CIAT8056,Mimosa,diplotricha,Mimosa diplotricha,Fabaceae,Fabales,Herbaceous,F260034,30,71,3,1,119,0.5005,476.9358854,76.53588542,0.342361111,40.5,0.68125,79.5,13.5,40,0.352083333,79.5,15.4,,39,39.5,,,,,,,,,,,,,,,,,Elimin Dig 16..05
1196,46085,Genbank,CIAT8056,Mimosa,diplotricha,Mimosa diplotricha,Fabaceae,Fabales,Herbaceous,F260034,30,71,3,2,120,0.5001,476.5547179,160.0547179,0.342361111,40.5,0.681944444,80,13.3,40,0.352777778,80.5,15.7,,39.5,40.5,36.03372354,36.18559206,72.2193156,4.792485231,5.681137954,10.47362318,151.5446451,33.58580072,2.216231441,13.3,14.50252346,21.9777977,65.43776606,-0.4758282,12.19805796,36.3190923,
